conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02eeea19-76db-4d19-bb8b-a649c0fbe796,skill/competence,sector-specific,evaluar el impacto visual de la exhibición o escaparate,"examinar el impacto visual de la exhibición o escaparate
investigar el impacto visual de la exhibición o escaparate",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02f115d8-9e14-499c-97c1-f9eac282edc5,skill/competence,sector-specific,seleccionar la cristalería para el servicio,"realizar la selección de cristalería para el servicio
realizar la selección de cristalería para servir
seleccionar la cristalería
seleccionar la cristalería para servir",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03006fd3-254f-44bc-aa8f-dfe1c727463e,knowledge,sector-specific,sistema cardiovascular,"anatomía y fisiología del corazón y del sistema vascular
anatomía y fisiología cardiovascular",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0302f93a-0d38-4c00-bc37-eda17b6316ea,knowledge,sector-specific,bioprotección en relación con animales,"protección biológica en relación con animales
conocimiento de las normas de higiene y seguridad en relación con animales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/030de41b-bb8b-4e4b-859c-9afd4c17605b,skill/competence,sector-specific,revisar la información en la receta médica,"comprobar la información en la receta médica
revisar la receta médica
verificar la información en la receta médica",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03134e63-81eb-439a-b6eb-7de49ae01bbd,skill/competence,sector-specific,asumir la responsabilidad por el mantenimiento de un entorno seguro a bordo del buque,"adoptar la responsabilidad por el mantenimiento de un entorno seguro a bordo de la embarcación
contraer la responsabilidad de mantener un entorno seguro a bordo del buque",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/031bfd8d-af80-4606-b4bb-6de4d5da6249,skill/competence,sector-specific,aplicar buenas prácticas de higiene en operaciones de pesca,emplear buenas prácticas de higiene en operaciones de pesca,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776,skill/competence,cross-sector,supervisar el trabajo de planificación del diseño,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,skill/competence,cross-sector,medir árboles,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0329ab41-3212-4e4f-8112-9e9ff5217f7b,skill/competence,occupation-specific,doblar duelas de madera,"dar forma a duelas de madera
doblar tablas para duelas
deformar duelas de madera
inclinar planchas de madera",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a,skill/competence,sector-specific,elegir música para una actuación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032b0bed-22b1-456b-8009-91e6b838fe45,knowledge,sector-specific,cartografía geológica,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03305638-bd08-410a-a960-f963ad89cce6,skill/competence,sector-specific,ocuparse de máquinas de soldadura por haz de electrones,"manejar máquinas de soldadura de fusión por haz de electrones
manipular máquinas de soldadura por haz de electrones
operar máquinas de soldadura por haz de electrones
utilizar máquinas para soldar con haz de electrones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03353964-657a-4737-9afc-1ca9ec04195b,skill/competence,sector-specific,examinar las mesas puestas,"examinar las mesas
ocuparse de la inspección de mesas puestas
ocuparse del examen de mesas puestas
inspeccionar las mesas puestas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0337c577-f837-4518-9263-b753c24f3a21,skill/competence,cross-sector,conducir un coche automático,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/033d6175-fa43-4d75-8e2c-6df348ffa0c8,skill/competence,occupation-specific,preparar las bolsas intravenosas,preparar el contenido de las bolsas intravenosas,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3,skill/competence,occupation-specific,configurar equipos electrónicos,"configurar máquinas electrónicas
ajustar equipos electrónicos
programar equipos electrónicos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,knowledge,sector-specific,Erlang,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03500955-88a6-4c3d-a8c0-7594409dcff0,skill/competence,sector-specific,manejar equipos especializados durante emergencias,utilizar equipos especializados durante emergencias,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03520ff5-9e68-434b-91fa-3ced9c085159,skill/competence,occupation-specific,planificar el espacio de la tienda,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03589d0d-a6f0-4d68-b5eb-dafbc6833efe,skill/competence,sector-specific,escribir folletos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03598f35-15f1-41fa-bd8a-313e74523307,skill/competence,sector-specific,emplear equipo de joyería,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0359f76c-3ef3-4e52-abcf-1b2b32ed20a5,skill/competence,occupation-specific,catar vinos,"saborear vinos
degustar vinos
probar vinos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/035afc40-e8fc-448f-b287-1a973fb5aa93,knowledge,sector-specific,fabricación de grifería y válvulas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0361c099-da6c-404e-984b-a8b8a0c017d1,skill/competence,sector-specific,realizar análisis sensorial de aceites y grasas,"realizar evaluación sensorial de aceites y grasas
evaluar parámetros sensoriales de aceites y grasas
verificar parámetros sensoriales de aceites y grasas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0377c027-2839-4b30-9acb-bb68daf925f5,skill/competence,occupation-specific,mantener piezas de moldes de concha,"reparar elementos de carcasas de moldeo
reparar componentes de moldes de concha
mantener partes de moldes de concha",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/037b5e5f-db3c-40cd-864e-5b9b9a3a080d,skill/competence,transversal,comprender el húngaro hablado,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/037c8da7-6a0d-42b8-b979-c4abe7c92d48,skill/competence,occupation-specific,programar el mantenimiento de los sistemas eléctricos del aeropuerto,"proyectar el mantenimiento de los sistemas eléctricos del aeropuerto
planificar el mantenimiento de los sistemas eléctricos del aeropuerto",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/038256f5-7b18-4e6f-8314-2401be1b601b,skill/competence,occupation-specific,proporcionar atención prehospitalaria de emergencia en casos de traumatismo,ofrecer atención prehospitalaria de emergencia en casos de traumatismo,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/038a6d0f-787f-4f71-aac6-bd54e16c57cf,knowledge,sector-specific,historia del tabaco,"orígenes del cultivo del tabaco
orígenes del tabaco
historia del cultivo del tabaco
evolución del tabaco
evolución del cultivo del tabaco",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a0ab28-ce99-4e14-baf8-a66c55da28f8,skill/competence,cross-sector,realizar la gestión de un evento,"gestionar un evento
llevar a cabo la gestión de un evento
realizar la gestión de un acto",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a53283-d3ee-41c1-ab3e-eb806616440e,skill/competence,transversal,comprender el galés hablado,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,skill/competence,sector-specific,gestionar la clasificación de datos de las TIC,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03aa85d2-9a67-455f-b901-595e685afdd2,skill/competence,sector-specific,llevar registros de planchas de madera,"anotar datos sobre planchas de madera
registrar planchas de madera",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ae1add-eecd-46b1-8117-742b4d7666d4,skill/competence,cross-sector,trabajar de forma rentable,"ser productivo
trabajar de forma productiva",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03af6b34-0137-4337-8a7f-521dbef4925f,skill/competence,sector-specific,aplicar adhesivo de caucho,aplicar una disolución adhesiva,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03b9453e-d14d-46bc-baf5-f6a6fbaa3bb7,skill/competence,sector-specific,crear una colección de artículos de piel y cuero,"crear una colección de artículos de marroquinería
diseñar una colección de artículos de piel y cuero
diseñar una colección de artículos de marroquineria",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,skill/competence,cross-sector,crear soluciones para problemas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03bc5f23-4317-41c2-9528-2db5c3c87b85,skill/competence,cross-sector,analizar las tendencias culturales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03bc85d5-78f0-4409-86ed-87dc35345760,skill/competence,sector-specific,analizar la calidad del agua de las jaulas,"evaluar la calidad del agua de las jaulas
examinar la calidad del agua de las jaulas
estudiar la calidad del agua de las jaulas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ca6934-62ac-42e8-aca0-9e7c10bb1684,skill/competence,sector-specific,comprender la estructura de una actuación en directo,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03cf7836-708c-4d43-94ed-3d8beb170655,skill/competence,cross-sector,sumergir cátodos y ánodos en solución electrolítica,"aplicar solución electrolítica a cátodos y ánodos
agregar solución electrolítica a cátodos y ánodos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d8e93a-861a-45d3-a2d6-80781d6af1c9,knowledge,occupation-specific,técnicas para el corte de cabello,técnicas de peluquería,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93b02-a461-4815-a4c0-b46451afc1c2,skill/competence,sector-specific,gestionar los archivos de reclamaciones,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,skill/competence,sector-specific,rescatar a animales,"socorrer a animales
rescatar a animales en peligro
ayudar a animales en situación de riesgo
rescatar a animales en situación de riesgo
salvar a animales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d988af-2e63-4151-bb5e-950f366e2c64,skill/competence,cross-sector,guiar a los buques al puerto,"dirigir a los buques al puerto
llevar a los buques al puerto",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03f922b0-d518-457d-8f2c-80252a714be1,knowledge,cross-sector,criminología,"estudio de comportamiento criminal
causas del comportamiento criminal",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,knowledge,sector-specific,estructura de la información,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0415142d-6921-4f8d-832b-6271382b8193,skill/competence,cross-sector,probar los materiales,"realizar una prueba con los materiales
llevar a cabo una prueba con los materiales
hacer una prueba con los materiales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/041977c2-0a83-4e9d-adb0-f984bcedba82,skill/competence,occupation-specific,actualizar las pantallas con información para los pasajeros,"modificar las pantallas con información para los pasajeros
poner al día las pantallas con información para los pasajeros",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/042e1e68-b190-47c0-8f0d-ff312fc25b71,skill/competence,sector-specific,gestionar una estación de servicio,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/042f91e3-cccc-4d51-b635-bb14ffe90cfc,skill/competence,cross-sector,descargar la mercancía,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0435fe96-523f-4888-a76f-22df1e92d9c4,knowledge,cross-sector,fotogrametría,levantamiento topográfico mediante imágenes,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04383349-705d-4da7-ae05-12b8c84d6bf1,skill/competence,sector-specific,interactuar con el programador sobre la finalidad del trabajo de asesoramiento,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/043c477b-71f6-43e9-8927-ca854fc55252,skill/competence,cross-sector,comunicar el reglamento interno,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/043f1a88-7faa-4d56-b220-5428741c6a75,skill/competence,occupation-specific,supervisar la salida de los trenes,"comprobar la salida de los trenes
controlar la salida de los trenes",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/043f3cba-7827-4a1f-9a87-7775ca01ec9d,skill/competence,cross-sector,manejar materiales odontológicos,utilizar materiales odontológicos,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04455dce-a796-4a1f-bd07-ad42bdbda180,knowledge,occupation-specific,patología forense,"procedimientos y técnicas de patología forense
procedimiento jurídico para determinar la causa de muerte en causas penales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0449bf39-a288-4ecc-823a-3d194be5e932,knowledge,sector-specific,técnicas de toma de muestras de sangre,técnicas de muestreo de sangre,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,knowledge,cross-sector,higiene en establecimientos de salud,"higiene en hospitales
higiene en centros de asistencia sanitaria
higiene en instituciones de atención médica",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0450f6a4-495e-4484-b11f-84e8c12ac5f9,skill/competence,occupation-specific,inventar recetas de cervezas,"idear recetas de cervezas
crear recetas de cervezas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04512804-4c83-4e1c-a963-02c58e918240,skill/competence,cross-sector,terminar productos de plástico,"completar productos de plástico
encargarse del acabado de productos de plástico",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,skill/competence,sector-specific,mantenerse al día de las innovaciones digitales en los procedimientos industriales,"seguir las innovaciones digitales en los procedimientos industriales
estar al día de las innovaciones digitales en los procedimientos industriales
mantenerse informado de las innovaciones digitales en los procedimientos industriales
estar al tanto de las innovaciones digitales en los procedimientos industriales
estar informado sobre las innovaciones digitales en los procedimientos industriales",
